release_id,input,output,meaning,num_cognates,cognate_set_id,source,pos,pokorny_ref
train-3c7f028c5a44be01-01,[pal] phāti,*sp⁽ʰ⁾eh₁-,nan,1,4408.0,iecor,nan,
train-9c46cb618dab2ec9-01,[ell] skéftomai [ell] skéftoymai,*spek̑-,nan,2,1554.0,iecor,nan,
train-1463a66a48168452-01,[grc] καπᾱ́να [lat] dis-cipulus [sga] cúan [old] haban [old] havan [mid] haven [cym] cawg [gle] cuach [gla] cuach [grc] καῦκος [grc] κῆπος [grc] κώπη,*kap-,"to seize, to grab, to hold",17,,kaikki,root,
train-4c5c3defb80fc762-01,[san] स्वानीत् [lat] sonō [cym] honni [san] स्वनयति [sga] seinnid [ave] 𐬀𐬞𐬀𐬓𐬀𐬥𐬎𐬎𐬀𐬌𐬧𐬙𐬌 [lat] sonus [lat] *swenos [lat] *swenh₂-os [san] स्वनति [fas] خواندن [san] स्वनद्रथ [ave] 𐬓𐬀𐬥𐬀𐬝-𐬗𐬀𐬑𐬭𐬀 [san] स्वन् [fas] خوان,*swenh₂-,to sound,16,,kaikki,root,
train-d5ad0aa184782c20-01,[ave] 𐬀𐬉𐬰𐬀𐬵 [sqi] gjah [sqi] gjuaj [san] एह [ave] 𐬀𐬉𐬰𐬀 [xcl] իղձ,*h₁eyǵʰ-,"to desire, long for",6,,kaikki,root,
train-e4d8d8a90366a046-01,[ell] kroú(g)ō,*kreu̯s-,nan,1,6239.0,iecor,nan,
train-b5e5b1245adb864e-01,[fas] zadan [nep] hānnu [ave] jaiṇti [pal] abhihanati [mid] zanēd [par] žanēd [san] han- [bac] zin [bak] zeydak [kum] bẓēna [del] mize [lar] azen [maz] zande [bal] ǰant [tat] mezane [pas] hantaau,*gʷʰen-,nan,16,1998.0,iecor,nan,
train-dc8a2002e7637ff3-01,[hye] ատամ,*h₃dónts,tooth,1,,kaikki,noun,
train-dbc66bfc39fa0ab4-01,[por] perto [por] perto,*pe⁽k̑⁾tu-,nan,2,6521.0,iecor,nan,
train-cea652bbf7d3f3fa-01,[grc] λεῖξαι [lat] lingō [got] 𐌱𐌹𐌻𐌰𐌹𐌲𐍉𐌽 [lav] làizît [lit] laižýti [san] लेहयति [grc] λιχνεύω [san] लिह् [san] रीळ्ह [san] लीढ [san] लेह [isl] sleikja,*leyǵʰ-,to lick,19,,kaikki,root,
train-af5e78d4f2f537d9-01,[grc] σκώψ,*spéḱs,"watcher, spy",1,,kaikki,noun,
train-225a1d57c19d18ac-01,[lit] (pri)rìšti [prg] perrēist,*u̯reik̑-,nan,2,3059.0,iecor,nan,
train-8ab901e98686bd8d-01,[isl] leika [nob] leke [swe] leka [elf] läka [old] leka [old] leika [nor] leike,*lei̯⁽g̑⁾-,nan,7,2833.0,iecor,nan,
train-cde88379f8e5051b-01,[fra] aile [ita] ala [lad] ala [por] asa [sar] ala [sar] ala [spa] ala [wal] éle [lat] āla [fri] ale [cat] ala [old] ala [fra] âla [old] ele [ang] ele [ron] aripă [nea] scella [old] ala [old] ala [dal] jal [por] asa [mil] ála,*h₂ek̑s-,axle,22,958.0,iecor,nan,
train-662fe6912e84e306-01,[sin] kiyanavā [urd] kahnā [mai] kahanā [bho] kahnā [mag] kahanā [ass] kôthā kûwā,*kʷó-,nan,6,1614.0,iecor,nan,
train-a9b7ac383b1d7d90-01,[lit] regzti [san] रज्जु [lav] razga [lit] razgai,*(H)resg-,"to weave, knit",4,,kaikki,root,
train-0d9ee88e53d73708-01,[xcl] եկն [lav] dzimt [lit] gimti [san] अगन् [san] गमति,*gʷémt,"to step, to take a step, to arrive",5,,kaikki,verb,
train-bf0f2cc69efa9936-01,[lat] dormiō,*drem-,to sleep,1,,kaikki,root,
train-ad22fb8a29eddd26-01,[grc] πύργος [ave] 𐬠𐬆𐬭𐬆𐬰𐬆𐬨 [ave] 𐬠𐬆𐬭𐬆𐬰𐬋,*bʰérǵʰs,"something high up, fortified",3,,kaikki,noun,
train-f31b12e42c169991-01,[grc] μόνος [gle] mion [gla] mion [cym] difenwi [gla] meanbh [xcl] մանր [hit] 𒈠𒉌𒅔𒆪𒉿𒀭𒋼𒌍 [lit] meñkas [grc] μανός [san] मनाक् [xto] mank [txb] menki,*men-,"small, isolated",12,,kaikki,root,
train-adcfc7f78cf606f6-01,[kho] rräjsei*,*(h₁)rei̯k⁽ʷ⁾h₂-,nan,1,6970.0,iecor,nan,
train-6701c7deb5144072-01,[lat] conīveō [lat] nictō,*kneygʷʰ-,"to bend, droop",2,,kaikki,root,
train-63e698e81499e969-01,[sqi] labë [lav] luobs [lit] lúobas [lav] luba [lit] lubà [prg] lubbo [grc] λῡ́πη [lit] lùpti,*lewbʰ-,to cut off,8,,kaikki,root,
train-8488024989a3ef0b-01,[ben] āgun [bul] og″n [bel] agon′ [ces] oheň [hin] āga [lit] ugnìs [sor] wogeń [sor] woheń [mkd] ogan [mar] āga [nep] āgo [pol] ogień [rus] ogon' [slk] oheň [slk] ogenj [ukr] vogon′ [urd] āg [san] agníḥ [chu] ognĭ [lat] ignis [lav] uguns [mai] āg [pal] aggi [mag] āg [pol] viďėn [kas] òdżin [lat] guņs [bho] āgi [old] ogień [old] oheň [old] ogonĭ [rus] oɣẹ́n′ [mkd] vògni [mkd] ògni [slk] ogenj [slk] ogîn [pun] agg,*h₁n̥gni-,nan,37,774.0,iecor,nan,
train-86a7bac41672a22b-01,[xcl] գիշեր [grc] ἕσπερος [lat] vesper,*wek⁽ʷ⁾speros,evening,3,,kaikki,noun,
train-05da364418cbdc04-01,[xto] kareṣ [txb] keriṃ*,*gʰer-,nan,2,2778.0,iecor,nan,
train-7676c52739be8a12-01,[hye] ամպրոպ [mid] Amir [mid] Amyr [lat] imber [xto] eprer,*n̥bʰrós,"rain-cloud, with semantic narrowing to rain, cloud",11,,kaikki,noun,
train-a7bff1ca4d60fb15-01,[grc] ἀπόνητο [grc] ὀνίνημι [mid] anaw [lat] Anauus [san] नाथ,*h₃neh₂-,to enjoy,5,,kaikki,root,
train-e81e569200ee4edb-01,[lit] stiga [non] stig [goh] steg [non] stígr [non] stigr [grc] στίχος,*stéyks,path,6,,kaikki,noun,
train-bdd4e1eb738421f4-01,[san] धृष्णोति [old] 𐎠𐎭𐎼𐏁𐎴𐎢𐏁 [lit] drį̇̃sti [grc] θαρσέω [grc] θαρρέω [san] धृष्ट [sqi] nder,*dʰers-,"to be bold, to dare",7,,kaikki,root,
train-0332bf2d2ae61d8c-01,[lat] -or,*-ōs,Creates masculine and feminine action nouns or result nouns from verbs.,1,,kaikki,suffix,
train-e976a3282d65bc1c-01,[lat] iūs [san] योस् [ave] 𐬫𐬀𐬊𐬱 [lat] iūstus [lat] iūrō,*h₂yew-,"straight, upright, right, right, justice, law",5,,kaikki,root,
train-cbc83ebcab716734-01,[sqi] çë [xcl] -չ [hit] 𒆪𒀉 [xlu] 𒆪𒄿 [pal] 𒆪𒀉 [grc] τί [san] चिद् [san] चित् [ave] 𐬗𐬌𐬝 [ave] 𐬗𐬍𐬝 [lat] quid,*kʷíd,neuter nominative/accusative singular of *kʷís: what? which?,11,,kaikki,pron,
train-90cd5602ca6c25d8-01,[sqi] noçë [lav] nāss [lit] nósis [prg] nozy [lat] nāris [lat] nāsus,*néh₂s,nose,6,,kaikki,noun,
train-588cf55362ae3f52-01,[grc] τλᾱτός [grc] τλητός [lat] lātus,*tl̥h₂tós,lifted,3,,kaikki,adj,
train-5b0718fb03e6be2b-01,[cym] pry [mid] pryf,*kʷr̥mi-,nan,2,6533.0,iecor,nan,
train-8d9a4d188b444c99-01,[fra] geler [por] gelar [spa] congelarse [wal] djaler [lat] gelāre [old] geler [ang] geler [fra] zhalâ [cat] congelar-se [old] (y)elar [nea] jelà [ita] congelarsi [old] gelar [old] congelar-se [por] gelar [mil] gelàa,*⁽g̑⁾el-,nan,16,881.0,iecor,nan,
train-75f04cdda03a73c2-01,[kas] lëchi [old] lixyi,*lei̯kʷ-,nan,2,5173.0,iecor,nan,
train-7a3e34416cac022d-01,[mai] nik,*nei̯gʷ-,nan,1,4498.0,iecor,nan,
train-34f97b4a69ba26e8-01,[hyw] hin [hye] hin [gae] sean [lit] sẽnas [gae] sean [san] sána- [sga] sen [gau] senos [gae] shenn [cym] hen [mid] hen [old] hen [old] hen,*sen-,nan,13,622.0,iecor,nan,
train-7b50726ff5246804-01,[pas] katal [vâs] -skoz-,*kʷek̑-,nan,2,5085.0,iecor,nan,
train-40a968d82e3d2c36-01,[cym] dŵad [old] dibid,*bʰu̯eh₂-,"grow, become",2,983.0,iecor,nan,
train-4e7b3c11d4359cde-01,[isl] veiða [ave] vaēiti [kho] byaha yan [old] veiða,*u̯ei̯h₁-,nan,4,1369.0,iecor,nan,
train-d26021f68163a692-01,[lat] sāta,*?*seh₂(i̯)-,nan,1,6353.0,iecor,nan,
train-3dc2ae2565ddac8a-01,[sqi] vjedh,*wéǵʰeti,to be transporting,1,,kaikki,verb,
train-ec4221109902f0dd-01,[lit] stógas [grc] στήλη [san] स्थल [lit] stuomuõ [lav] stāmen [lit] stúomas [grc] στώμιξ [sqi] stër- [san] स्थिर [pus] ستر [xto] ṣtār [lit] stóras [lat] status [grc] στέᾱρ [grc] στεῖᾰρ [grc] στῆρ [sqi] shtyllë [prg] postātwei [prg] postānimai [bre] sevel [cym] sefyll [grc] στάδιος [grc] στάδιον [fas] ایستادن [xto] ṣtäm- [txb] stäm- [grc] σταθμός [lav] stāds [lav] stāvēt [lit] stovėti [xcl] ստուար [grc] σταυρός [lat] īnstaurō [lat] restaurō [grc] στοᾱ́ [grc] στοιᾱ́ [grc] στωῐ̈ᾱ́ [grc] στοιή [grc] στῳᾱ́ [lit] stovà [san] स्थावर [fas] ستاوند [san] स्था,*steh₂-,to stand (up),52,,kaikki,root,
train-59efda6bc059ad34-01,[sar] ruere [sar] órruere,*h₃reu̯-,nan,2,2066.0,iecor,nan,
train-c11b72f21f7d82e7-01,"[gae] sealg [gae] seilg [gae] shelg [cym] hela [mid] hela [old] helcha, helghati [mid] helghya [lat] helfia",*selg̑-,nan,8,1716.0,iecor,nan,
train-ede39c42ff371c76-01,[dal] fosk [lad] fosch,*dʰeu̯s-,nan,2,8021.0,iecor,nan,
train-ebd0de1aa3c23050-01,[lit] kir̃sti [lit] kirstù [lit] kirtaũ [lit] kartùs [prg] kārtai [lav] kretêt [isl] horskur [grc] καρτερός [grc] κρατερός [grc] κρατύς [grc] κρείσσων [grc] κρείττων [grc] κρέσσων [lat] crassus,*kret-,"to be strong, to swell",30,,kaikki,root,
train-58949ae3aa3c4c2c-01,"[hyw] meṙnil [hye] meṙnel [ben] mārā yāoẏā [bul] umra [bel] pamercì [cat] morir [ces] umřít [fra] mourir [hin] maranā [ita] morire [kas] maron [lad] morì [lit] (nu)mir̃ti [sor] wumrěś [sor] wumrěć [mkd] umre [mar] maraṇe [nep] marnu [fas] mordan [pol] umrzeć [por] morrer [rus] umeret' [sar] morrere [sar] mórrere [hbs] umrijeti [sin] mærenavā [slk] zomrieť [slk] umreti [spa] morir [ukr] umerti [wak] mirit [wal] mori [mai] maranā [san] mr̥- [chu] umrěti [lav] (no)mirt [lat] morī [urd] marnā [kur] dɨmɨrit [fri] murî [ave] miriiete [oss] mælyn [oss] mælun [xcl] meṙanim [old] amariyatā [mag] maranā [bho] maranā [pal] marati [mid] meruell, meruel [kho] mīḍe [pol] marĕ [kas] ùmrzec [mid] mīrēd [par] mīrēd [yag] mir- : mírak [lat] nūmiert, miert [ron] muri [nea] murì [old] morir [ang] morir [fra] mwi [old] morir [cym] marw [bre] merwel, marw- [bre] merwel, marw- [pal] máara [old] umrzeć [mid] marw [old] umřieti [old] mertvyi [rus] u̯mértɪ [mkd] umìram [mkd] umìram [slk] umreti [slk] vmréti [bac] mir [sog] mirti [bak] mordak [pun] marnā [old] morir [khw] amiyeda [old] morir [meg] muríri [ass] môri jûwā [gaw] mik [kho] brik [tat] mömöre [del] mimerge [lar] amere [kum] tumra [kur] amrıt [haw] mamro [bal] dārī merīd [pas] mrral [kur] mırē [raj] ạmire [gaw] märūg [maz] miyarne [dal] morár [sar] mewg [mid] merwel [lat] merwall [por] morrer [vâs] o-mo- [pas] muṛtu [kam] mř′e- [kât] mř′e- [kât] mř′e- [kal] mrẽ- [kur] a-mr-ē [mil] murì",*mer-,nan,111,18.0,iecor,nan,
train-439a05a4c5f46747-01,[lav] kvêpêt [lit] kvė̃pti [san] कुप्यति [lat] cupiō [lav] kupêt [lit] kūpėti [lit] kvãpas [grc] καπνίζω [lat] vapor [grc] καπυρός [grc] κύπερος [sga] cobar [cel] cobro- [lit] kūpúoti [cym] peuo,*kwep-,"to smoke, to steam, to boil, aroma, strong odor",15,,kaikki,root,
train-065355dce06093a0-01,[hit] 𒄯𒍝 [hit] 𒄯𒍣 [lat] porceō [lat] parcō [lat] Orcus [grc] ἀρκέω [lat] arcera [lat] arx [lat] arca [lat] arcānus [lat] arcānum [xcl] արգել [xto] Ārśi,*h₂erk-,"to protect, guard, hold, lock",13,,kaikki,root,
train-3d3fbf28ed3d0262-01,[lav] nogalināt [prg] gallintwei [ang] cwellan [old] quellian,*gʷelH-,nan,4,2302.0,iecor,nan,
train-792c4f26cc65e52e-01,[ell] sérō [ell] sýrō [ell] sýrnō,*tu̯er-,nan,3,6249.0,iecor,nan,
train-9177bbdc8e2b0816-01,[meg] pul’,*putslo-,nan,1,9579.0,iecor,nan,
train-bb14a56a214eb9c1-01,[grc] δίδωμι,*dédeh₃ti,to be giving,1,,kaikki,verb,
train-b0810d1738abb7d2-01,"[bul] snâg [bel] sneg [cat] neu [ces] sníh [dan] sne [nld] sneeuw [eng] snow [fle] sneeuw [fra] neige [fri] snie [deu] Schnee [isl] snjór [gae] sneachta [ita] neve [lad] neif [lit] sniẽgas [sor] sněg [sor] sněh [mkd] sneg [pol] śnieg [por] neve [nob] snø [rus] sneg [sar] níe [hbs] snijeg [slk] sneh [slk] sneg [spa] nieve [swe] snö [ukr] snìg [wal] nîvaye [chu] sněgŭ [prg] snaygis [lav] sniegs [lux] Schnéi [gae] sneachd [lat] nix [fri] nêf [sga] snechtae [elf] sniųo [old] snior [pol] sneg [kas] sniég [txb] śiñce* [lat] snīgs [nea] neve [sar] níe [old] noif [ang] neif [fra] nai [old] nieve [gae] sniaghtey [old] śnieg, śnig [old] snieh [rus] s′n′iɣ [mkd] sn′ä̀k [mkd] sn′ä̀k [slk] sneg [slk] ſnég [deu] Schnee [old] neou [old] neu [dal] nai̯ [goh] snio [mid] snê [ang] snāw [old] snêo [mid] snee [old] snjár [got] snaiws [meg] ne̯áu̯ă [nor] snø [por] neve [mil] néf",*snei̯gʷʰ-,nan,74,303.0,iecor,nan,
train-470c0f425d0abc7f-01,[sor] wutšoba [sor] wutroba,*h₁enter-,nan,2,1933.0,iecor,nan,
train-4da925eb1947e864-01,[lat] globuot,*?*gleh₁bʰ-,nan,1,6844.0,iecor,nan,
train-616d301826645566-01,[san] स्फायते [lat] spēs [san] स्फिर [lat] prosperus [lat] sospes [sqi] fuqi [sqi] fuki,*speh₁-,"to succeed, to prosper",7,,kaikki,root,
train-5947e2a2f6fb08e8-01,[khw] mankaneda,*kert-,nan,1,8721.0,iecor,nan,
train-e7f536b1d5f6490d-01,[grc] μείρομαι [lat] mereō [grc] μέρος [grc] μόρος [ell] μοίρα [eng] moirail [eng] moirocaust [bre] marzh [mid] marth [sqi] marr,*(s)mer-,"to assign, allot",15,,kaikki,root,
train-0c8220939e8e1f2b-01,[mid] ʾwšstl [lat] auster,*h₂éwsteros,"in the direction of dawn, east",2,,kaikki,adj,
train-03a900ac40bb9cce-01,[san] रन्धयति [hye] աղանձել [hye] աղանձ [grc] λάσανα [prg] landan [gle] lann,*lendʰ-,to cook,6,,kaikki,root,
train-e2843b3ca5aae093-01,[hye] առիք [xcl] արդն [chu] ратище [chu] ратовище,*reh₁t-,"post, beam, pole",4,,kaikki,root,
train-2aa120cb8e8576bb-01,[lav] viêns [lit] vi̇́enas [prg] ains [grc] οἰνός [grc] οἴνη,*h₁óynos,"one, single",8,,kaikki,num,
train-03f97f316d0f5eef-01,[gle] chonaic [gla] chunnaic [grc] δέδορκεν [san] ददर्श [san] ददृशे [san] पश्यति [ave] 𐬛𐬁𐬛𐬀𐬭𐬆𐬯𐬀,*dedórḱe,to see,17,,kaikki,verb,
train-c4de3db5240f4705-01,[wak] rand-,*(H)reh₁-,nan,1,8175.0,iecor,nan,
train-80b390c560ff9a94-01,[hit] šākuu̯a- [xlu] tāwa/ī-,*?*sekʷ-,nan,2,3305.0,iecor,nan,
train-d8cf510497ab2a2c-01,[old] trempat,*temp-,nan,1,8490.0,iecor,nan,
train-92521c84b27b7e09-01,[swe] vända [far] venda [old] vända [elf] wenda [goh] uuenden [mid] wenden [ang] wendan [mid] wenden [old] uuendian [old] venda [got] wandjan,*u̯endʰ-,nan,11,3068.0,iecor,nan,
train-b44aa37c9922c4c3-01,[sqi] bark [sqi] bark,*bʰer-,nan,2,359.0,iecor,nan,
train-8a905f60d9ff36e2-01,[pol] vedrü,*?*h₂u̯eh₁-,nan,1,5156.0,iecor,nan,
train-ad3760f426bdfb19-01,[isl] ýta,*ud-,nan,1,7012.0,iecor,nan,
train-c1772e2ecbf6f1e4-01,[ell] paleýō [ell] paliṓnnō,*pelh₂-,nan,2,1481.0,iecor,nan,
train-71b6c9d3a7f1451f-01,[xcl] յղփանամ [grc] πίμπλημι [san] पिपर्ति [grc] πλήθω [grc] πληθύς [lat] plēbs [grc] πληθώρη [grc] πλῆτο [lat] pleō [xcl] յեղց [grc] ἔπλησα [san] अप्रास् [lav] pilēt [lav] pildīt [lit] pilóti [lit] piláuti [xcl] ողողեմ [sga] ler [grc] πλήρης [lat] plērus [xcl] լիր [san] प्राति [grc] πολύς [grc] πολλός [grc] πολλή [san] पॄ,*pleh₁-,to fill,28,,kaikki,root,
train-87820b33acdff34c-01,[ben] dhooẏā [hin] dhonā [mar] dhuṇe [nep] dhunu [urd] dhonā [mai] dhonā [pal] dhopati [mag] dhonā [bho] dhonā [pal] dhóo [gaw] duaik [ass] dhûwā [gaw] duāg,*dʰeu̯H-,nan,13,841.0,iecor,nan,
train-995210169e80c726-01,[san] kṣip- [pal] khipati,*?*k⁽ʷ⁾su̯ei̯bʰ-,nan,2,147.0,iecor,nan,
train-c8a570a7c06118a7-01,[san] धिनोति [san] धयति [xcl] դիեմ [lav] dēt [grc] θῆσθαι [lat] fēmina [lat] fētus [lat] fēnum [lat] fēnus [lav] dȩ̄̂ls [grc] θῆλυς [san] धारु [grc] θήλεια [lat] fēlīx [lav] dīle [grc] θηλή [lat] fēlō [lat] fellō [sqi] dele [sqi] djathë [san] दधि [san] दध्नस् [sqi] djalë [xcl] դալ [lav] dēle [lit] dėlė [prg] dadan [lit] dieni [sga] dínu [grc] τίτθη [grc] τιθήνη [fas] دایه [xcl] դայեակ,*dʰeh₁(y)-,"to suckle, nurse",34,,kaikki,root,
train-e13c09e42447e1d7-01,[lat] mānō [bre] man [cym] mawn [gle] móin [gla] mòine,*meh₂-,"wet, damp",5,,kaikki,root,
train-f0fa8b86842f5c92-01,[pal] lekhíi,*(h₁)rei̯k⁽ʷ⁾(h₂)-,nan,1,7320.0,iecor,nan,
train-874123dca29e3ead-01,[lav] liêgs [lit] leñgvas [lit] lengvùs [cym] llaw [bre] law [grc] ἐλαχύς [lat] levis,*h₁léngʰus,"lightweight, easy (moving), nimble",12,,kaikki,adj,
train-59caafce400dbe06-01,[san] अश॑री॒त् [san] शृ॒णाति॑ [san] शीर्य॑ते॒ [san] शीर्ण [grc] ακέραιος [grc] κεραΐζω [san] शॄ,*ḱerh₂-,"to break, shatter",7,,kaikki,root,
train-aeee5ed82a22e1a5-01,[khw] mǝzmuxseda,*meu̯k-,nan,1,8706.0,iecor,nan,
train-adc5b75aeb7d20d1-01,[bul] blizko [bel] blìzka [ces] blízko [sor] blisko [sor] blisko [mkd] blizu [pol] blisko [rus] blizko [hbs] blizu [slk] blízko [slk] blizu [ukr] bliz′ko [chu] blizŭ [pol] blaizĕk [kas] blëskò [old] blisko [old] bliz [rus] blɪ́skωj [mkd] blìz′ḁ [mkd] blìz′ḁ [slk] blizu [slk] bliṡu,*bʰlei̯g̑-,nan,22,1157.0,iecor,nan,
train-215cb33a2ffdc32a-01,[hit] u̯āk- / u̯akk-,*u̯eh₂⁽g̑⁾-,nan,1,5261.0,iecor,nan,
train-d293201693dbb791-01,[lav] pati [lit] pati̇̀,*pótnih₂,"mistress, wife",2,,kaikki,noun,
train-1f51a680a7b0b104-01,[kho] hayäḍä,*gʰer-,nan,1,9107.0,iecor,nan,
train-aa17ebff9723bc4d-01,[pol] -nia,*-nih₂,Feminizes athematic nominal stems.,2,,kaikki,suffix,
train-25a291e9c222fbdd-01,[sqi] ditë [xcl] տի [grc] δαῖσις [san] दीति,*déh₂itis,"division, section, interval, period of time",4,,kaikki,noun,
train-a88f0ece58e787b0-01,[xto] klisnāṣ [txb] kläntsaṃ,*klemH-,nan,2,2286.0,iecor,nan,
train-c96dffada0516e14-01,[ell] koimámai [ell] tžoimoýmai [ell] tšioumoúmai [ell] koimoúmai [ell] keímai,*k̑ei̯-,nan,5,1539.0,iecor,nan,
train-3e73b84efe71e91a-01,[gaw] thēr,*steh₂-,nan,1,8753.0,iecor,nan,
train-8336e3be694d4dd3-01,[sqi] bri [aln] brî [sqi] bri,*h₃bʰreu̯H-,nan,3,3872.0,iecor,nan,
train-1762d8466fe525e5-01,[hye] թողնել [hye] թողել [hye] թողուլ [sga] tlenaid [grc] ἀνατέλλω [lat] tollō [txb] tallaṃ,*tl̥néh₂ti,to be lifting,7,,kaikki,verb,
train-11f435cf916a4a84-01,[lat] metō [gle] meitheal [grc] μέταλλον [lat] mateola,*met-,"to cut (by measure) (with an inherent sense of by measurement or time: ""to cut down"" > ""to mow""; ""to cut into"" > ""plow"")",4,,kaikki,root,
train-fc425ff74dcfab2a-01,[xlu] ásaza-,*h₃eh₁-,nan,1,7069.0,iecor,nan,
train-ebab944595ef1e14-01,[grc] πνέω [grc] πνείω [mid] pfnurren [isl] hnerra [grc] ἔπνευσε [san] क्षवः,*pnew-,"to breathe, gasp, to snort, sneeze",6,,kaikki,root,
train-1241ac1879a08e4d-01,[hit] uwai [sqi] vaj [lav] vai [lit] vai̇̃ [grc] αἴ [grc] αἶ [grc] αἰαῖ [grc] οἴ [grc] οἶ [grc] ὀῐ̈́ [grc] οὐαί [san] उवे [ave] 𐬬𐬀𐬫𐬋𐬌 [fas] وای [hye] վայ [lat] vae,*wáy,"oh!, ah!, woe!, alas!",24,,kaikki,intj,
train-109e316802ff7bc9-01,[hyw] sirt [hye] sirt [bul] s″rce [bel] serca [cat] cor [ces] srdce [dan] hjerte [nld] hart [eng] heart [far] hjarta [fle] hart [fra] cœur [fri] hert [deu] Herz [ell] kardiá [isl] hjarta [gae] croí [ita] cuore [lad] cuer [lit] širdìs [mkd] srce [pol] serce [por] coração [nob] hjerte [rus] serdce [sar] coro [sar] coro [hbs] srce [slk] srdce [slk] srce [spa] corazón [swe] hjärta [ukr] serce [wal] coûr [hit] ker / kard(i)- [grc] kardía [san] hā́rdi [lav] sirds [lat] cor [chu] srĭdĭce [prg] sīran [gae] cridhe [lux] Häerz [fri] cûr [ave] zərəd [sga] cride [oss] zærdæ [oss] zærdæ [xcl] sirt [xlu] zārt(i)- [gau] crid(io)- [gae] cree [old] hiärta [elf] järta [pal] hadayaṁ [kho] ysärä [ell] kardía [kas] serce [par] zirδ [ell] karkiá [ell] kardía [ell] kargiá [ell] kardía [lat] sirds [nea] core [old] cuer [ang] coer [fra] keuh [old] coraçón [pal] híṛu [mai] hriday [old] serce [old] srdce [old] serdĭce [rus] sérce [mkd] strъ̀ci [mkd] strъ̀ci [slk] srce [slk] ſerzè [deu] Härz [sog] žyāwar [old] cor [khw] zǝrz [old] cor [gaw] heṛa [kho] hardi [pas] zrra [mid] dil [kum] dil [dal] kur [goh] herza [sar] zord [old] herte [mid] herze [ang] heorte [old] herta [mid] herte [old] hjarta [got] hairto [gaw] hikur [nor] hjerte [por] coração [vâs] z′ir [pas] haaṛ [mil] cör [kam] źâr′a [kât] zar′a [kât] zar′a [kal] zö [san] žid′i [kur] dɨḷ,*k̑erd-,nan,111,6458.0,iecor,nan,
train-b4d7b747c7935d26-01,[lat] grauis [san] gurú- [grc] barýs [nep] gahruṅgo [ell] barýs [xto] krāmärts [txb] kramartse [pal] garu [ave] gouru° [kho] ggarkhä [ell] barýs [mid] garān [kur] gɨran [par] garān [ell] varýs [ell] varý [ell] varetós [ell] vareío [ron] greu [sar] gráe [pal] ungúru [lat] gryuts [sog] γrān [bal] grān [khw] γark [gaw] ugur [meg] greu̯ [got] kaurus [mil] gréf,*gʷerh₂-,nan,29,6470.0,iecor,nan,
train-ad229b1f2b4d6758-01,[ell] prī́zomai [ell] préškomai [ell] prī́skoymai [ell] prī́skomai [ell] pímpramai,*preh₁-,nan,5,1549.0,iecor,nan,
train-052755175bbcea02-01,[sqi] -zet [hye] քսան [ell] είκοσι [lat] vīgintī [xto] wiki [txb] ikäṃ [txb] ikante,*wídḱm̥ti,twenty,22,,kaikki,num,
train-1586e618ff4a02d3-01,[lat] corylus [lat] corulus [lat] corilus,*kóslos,hazel,6,,kaikki,noun,
train-0c88cb8dcc0f698e-01,[cat] terra [fra] terre [ita] terra [lad] tera [por] terra [sar] terra [sar] terra [spa] tierra [wal] têre [lat] terra [fri] tiere [osc] teras [old] tir [nea] terra [old] terre [ang] terre [fra] térra [old] tierra [old] terra [old] terra [meg] ţáră [dal] ti̯ara [por] terra [mil] tèra,*ters-,nan,24,870.0,iecor,nan,
train-b0d680d9e3957a94-01,"[lat] facere [deu] tun [osc] fakiiad [umb] façia [rus] delat' [ces] dělat [slk] delati [nld] doen [eng] do [ron] face [nea] fà [ita] fare [fri] fâ [lad] fé [sar] fáere [sar] fachere [old] faire [ang] faire [fra] faire [wal] fé [fra] féhé [cat] fer [old] fazer [spa] hacer [por] fazer [fle] doen [fri] dwaan [old] dělati [old] dějati, dělati [slk] delati [slk] délati [old] faire, far [old] fer [meg] fáţiri [dal] fur [goh] tuon [old] dwā [mid] tuon [ang] dōn [old] dôn [mid] doen [por] fazer [vâs] -li- [mil] fàa",*dʰeh₁-,nan,44,5125.0,iecor,nan,
train-662465851050183b-01,[xto] tsmār,*demh₂-,nan,1,7168.0,iecor,nan,
train-ef152eefd75dd0b1-01,[aln] shkop [sqi] shkop [sqi] skop,*?*skeh₂p-,nan,3,487.0,iecor,nan,
train-bc1dafa289e8ff79-01,[san] अयाट् [san] अयष्ट [grc] ἅζομαι [lat] ieientō [lat] ientō [txb] yāṅk- [grc] ἁγνός [san] यजुस् [grc] ἅγιος [san] यज्य [san] यज्यु [lat] iaiūnus [lat] ieiūnus,*h₁yaǵ-,"to sacrifice, to worship",15,,kaikki,root,
train-993db2ac5288d3b7-01,[dan] synge [nld] zingen [eng] sing [far] syngja [fle] zingen [fri] sjonge [deu] singen [isl] syngja [nob] synge [swe] sjunga [lux] sangen [old] siunga [deu] singe [goh] singan [mid] singen [ang] singan [old] singan [mid] singhen [old] syngja [got] siggwan [nor] synge,*sengʷʰ-,nan,21,293.0,iecor,nan,
train-73609c30a8181060-01,[khw] ǝššǝxt,*trenk⁽ʷ⁾-,nan,1,8718.0,iecor,nan,
train-89a56e1cb1f68705-01,[elf] kall,*g̑erh₂-,nan,1,2318.0,iecor,nan,
train-2af2ece5cb9aa970-01,[hit] 𒌑𒂊𒌍𒋫 [hit] 𒌑𒌍𒋫 [hit] 𒌑𒂊𒌍𒊭𒀭𒁕 [grc] εἷμαι [grc] ἕσσαι,*wéstor,to be wearing,5,,kaikki,verb,
